#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3,nlu_intent,nlu_entities,nlu_examples,nlu_disambiguation_hint
86,WEALTH,All,Portfolio summary|portfolio overview|Where can I get my portfolio summary|Where can I get my portfolio overview,How do I view my portfolio summary?,Get a summarized view of your portfolio including total value and investment distribution.,VIEW_PORTFOLIO_SUMMARY,,Redirection ,,,,,/investments,,liability,RI,True,,,,,,False,Portfolio Summary,,,,,view_portfolio_summary,"{""action"": ""view"", ""feature"": ""portfolio_summary"", ""product"": ""investment""}",Portfolio summary|portfolio overview|Where can I get my portfolio summary|Where can I get my portfolio overview|How do I view my portfolio summary?,Use for Portfolio Summary. Feature is portfolio summary.
87,WEALTH,All,How to invest in NCD|How to apply for NCD,How do I apply for NCD?,Apply for non-convertible debentures (NCDs) easily to invest in fixed income instruments.,APPLY_NCD,,Redirection ,,,,,/investinipo,,liability,RI,True,,,,,,False,Apply for NCD,,,,,apply_ncd,"{""action"": ""apply"", ""feature"": ""ncd"", ""product"": ""ncd""}",How to invest in NCD|How to apply for NCD|How do I apply for NCD?|Apply for NCD,Use for Apply for NCD. Feature is ncd.
88,WEALTH,All,Mutual Funds Investment|How to see my mutual funds investment|How much have I invested in mutual fund|My SIP|Where can I see my SIP|My MF|Where can I see my mutual funds?,How do I view my mutual fund investments?,"Check your mutual fund investments, SIPs, and total invested amount in one place.",VIEW_MF_INVESTMENTS,,Redirection ,,,,,/mfSummary/holdings,,liability,RI,True,,,,,,False,My Investments,,,,,view_investments_view_mf_investments,"{""action"": ""view"", ""feature"": ""investments"", ""product"": ""mutual_fund""}",Mutual Funds Investment|How to see my mutual funds investment|How much have I invested in mutual fund|My SIP|Where can I see my SIP|My MF|Where can I see my mutual funds?|How do I view my mutual fund investments?|My Investments,Use for My Investments. Feature is investments.
89,WEALTH,All,Buy Mutual Funds|How to buy mutual funds|Invest in Mutual Funds|How do I invest in mutual funds|From where do I buy a mutual fund,How do I invest in mutual funds?,Start investing in mutual funds easily by selecting suitable funds and completing your investment in a few steps.,BUY_MUTUAL_FUNDS,,Redirection ,,,,,/diymf,,liability,RI,True,,,,,,False,Buy Mutual Funds,,,,,buy_mutual_funds,"{""action"": ""buy"", ""feature"": ""mutual_funds"", ""product"": ""mutual_fund""}",Buy Mutual Funds|How to buy mutual funds|Invest in Mutual Funds|How do I invest in mutual funds|From where do I buy a mutual fund|How do I invest in mutual funds?,Use for Buy Mutual Funds. Feature is mutual funds.
90,WEALTH,All,Balanced Mutual Funds|How to invest in balanced mutual fund,How do I invest in balanced mutual funds?,Invest in balanced mutual funds that offer a mix of equity and debt for diversified returns.,INVEST_BALANCED_MF,,Redirection ,,,,,/diymf,,liability,RI,True,,,,,,False,Invest in Balanced MF,,,,,invest_balanced_mf,"{""action"": ""invest"", ""feature"": ""balanced_mf"", ""product"": ""mutual_fund""}",Balanced Mutual Funds|How to invest in balanced mutual fund|How do I invest in balanced mutual funds?|Invest in Balanced MF,Use for Invest in Balanced MF. Feature is balanced mf.
91,WEALTH,All,Mutual Funds|How to invest in mutual funds,How do I quickly invest in mutual funds?,Invest in mutual funds quickly using simplified options for faster onboarding and execution.,QUICK_MF_INVEST,,Redirection ,,,,,/diymf,,liability,RI,True,,,,,,False,Quick MF Invest,,,,,invest_quick_mf,"{""action"": ""invest"", ""feature"": ""quick_mf"", ""product"": ""mutual_fund""}",Mutual Funds|How to invest in mutual funds|How do I quickly invest in mutual funds?|Quick MF Invest,Use for Quick MF Invest. Feature is quick mf.
92,WEALTH,All,mutual funds|How to see mutual funds for me,How do I see mutual funds recommended for me?,View curated mutual fund options based on your profile and investment preferences.,VIEW_CURATED_MF,,Redirection ,,,,,/diymf,,liability,RI,True,,,,,,False,Curated Mutual Funds,,,,,view_curated_mutual_funds,"{""action"": ""view"", ""feature"": ""curated_mutual_funds"", ""fund_category"": ""curated"", ""investment_mode"": ""curated"", ""product"": ""mutual_fund"", ""service_type"": ""profile_update""}",mutual funds|How to see mutual funds for me|How do I see mutual funds recommended for me?|Curated Mutual Funds,Use for Curated Mutual Funds. Feature is curated mutual funds. Service type is profile update. Investment mode is curated. Fund category is curated.
93,WEALTH,All,SGB Share certificate|How to download SGB Share certificate,How do I download my SGB share certificate?,Download your sovereign gold bond share certificate securely for your records.,DOWNLOAD_SGB_CERTIFICATE,,Redirection ,,,,,/sgbSummary/holdings,,liability,RI,True,,,,,,False,SGB Share Certificate,,,,,download_sgb_certificate,"{""action"": ""download"", ""document_type"": ""certificate"", ""feature"": ""sgb_certificate"", ""product"": ""sovereign_gold_bond""}",SGB Share certificate|How to download SGB Share certificate|How do I download my SGB share certificate?,Use for SGB Share Certificate. Feature is sgb certificate. Document requested is certificate.
94,WEALTH,All,SGB Investment|How to check SGB investment|How much have I invested in soveregin gold bonds|How much have I invested in SGB|SGB Current Value|How to see my SGB portfolio,How do I check my SGB investment?,"View your sovereign gold bond investments, current value, and portfolio details in one place.",VIEW_SGB_INVESTMENT,,Redirection ,,,,,/sgbSummary/holdings,,liability,RI,True,,,,,,False,SGB Transactions,,,,,view_sgb_transactions,"{""action"": ""view"", ""feature"": ""sgb_transactions"", ""product"": ""sovereign_gold_bond""}",SGB Investment|How to check SGB investment|How much have I invested in soveregin gold bonds|How much have I invested in SGB|SGB Current Value|How to see my SGB portfolio|How do I check my SGB investment?|SGB Transactions,Use for SGB Transactions. Feature is sgb transactions.
95,WEALTH,All,SGB Application|Where can I fill SGB application,How do I apply for SGB?,Apply for sovereign gold bonds easily through the app during available issue windows.,APPLY_SGB,,Redirection ,,,,,/sgbSummary/applications,,liability,RI,True,,,,,,False,SGB Application,,,,,apply_sgb_application,"{""action"": ""apply"", ""feature"": ""sgb_application"", ""product"": ""sovereign_gold_bond""}",SGB Application|Where can I fill SGB application|How do I apply for SGB?,Use for SGB Application. Feature is sgb application.
96,WEALTH,All,SGB Transaction|How to place SGB transaction,How do I place an SGB transaction?,Buy or transact in sovereign gold bonds through a simple and secure process.,SGB_TRANSACTION,,Redirection ,,,,,/sgbSummary/applications,,liability,RI,True,,,,,,False,SGB Transaction,,,,,buy_sgb_transaction,"{""action"": ""buy"", ""feature"": ""sgb_transaction"", ""product"": ""sovereign_gold_bond""}",SGB Transaction|How to place SGB transaction|How do I place an SGB transaction?,Use for SGB Transaction. Feature is sgb transaction.
97,WEALTH,All,Digital Gold|How to buy digital gold,How do I buy digital gold?,Purchase digital gold instantly and securely in small or large quantities through the app.,BUY_DIGITAL_GOLD,,Redirection ,,,,,/buysgb,,liability,RI,True,,,,,,False,Buy Digital Gold,,,,,buy_digital_gold,"{""action"": ""buy"", ""feature"": ""digital_gold"", ""product"": ""banking_service""}",Digital Gold|How to buy digital gold|How do I buy digital gold?|Buy Digital Gold,Use for Buy Digital Gold. Feature is digital gold.
98,WEALTH,All,Buy gold|How to buy gold bonds,How do I buy gold bonds?,Invest in gold bonds to gain exposure to gold as an asset with added benefits.,BUY_GOLD_BONDS,,Redirection ,,,,,/buysgb,,liability,RI,True,,,,,,False,Buy Gold Bonds,,,,,buy_gold_bonds,"{""action"": ""buy"", ""feature"": ""gold_bonds"", ""fund_category"": ""bond"", ""product"": ""banking_service""}",Buy gold|How to buy gold bonds|How do I buy gold bonds?|Buy Gold Bonds,Use for Buy Gold Bonds. Feature is gold bonds. Fund category is bond.
99,WEALTH,All,Invest in Gold|How to invest in gold,How do I invest in gold?,Explore different ways to invest in gold including digital gold and sovereign gold bonds.,INVEST_IN_GOLD,,Redirection ,,,,,/buysgb,,liability,RI,True,,,,,,False,Invest in Gold,,,,,invest_gold,"{""action"": ""invest"", ""feature"": ""gold"", ""product"": ""sovereign_gold_bond""}",Invest in Gold|How to invest in gold|How do I invest in gold?,Use for Invest in Gold. Feature is gold.
100,WEALTH,All,Car|How much should I invest for my car,How much should I invest for my car?,Plan your savings and investments to achieve your goal of purchasing a car efficiently.,CAR_GOAL,,Redirection ,,,,,/creategoal,,liability,RI,True,,,,,,False,Car Goal,,,,,invest_car_goal,"{""action"": ""invest"", ""feature"": ""car_goal"", ""investment_goal"": ""car"", ""product"": ""investment""}",Car|How much should I invest for my car|How much should I invest for my car?|Car Goal,Use for Car Goal. Feature is car goal. Investment goal is car.
101,WEALTH,All,Saving Goals|How do I save money for my goals,How do I save money for my goals?,"Set financial goals and invest systematically to achieve milestones like home, travel, or education.",SAVING_GOALS,,Redirection ,,,,,/creategoal,,liability,RI,True,,,,,,False,Saving Goals,,,,,set_saving_goals,"{""action"": ""set"", ""feature"": ""saving_goals"", ""product"": ""banking_service""}",Saving Goals|How do I save money for my goals|How do I save money for my goals?,Use for Saving Goals. Feature is saving goals.
102,WEALTH,All,Where Can I check IPO status|What is status for my IPO|How to Check my allotment status,How do I check my IPO status?,"Check your IPO application status, allotment details, and updates easily from one place.",CHECK_IPO_STATUS,,Redirection ,,,,,/orderbook,,liability,RI,True,,,,,,False,Check IPO Status,,,,,view_ipo_status,"{""action"": ""view"", ""feature"": ""ipo_status"", ""product"": ""ipo""}",Where Can I check IPO status|What is status for my IPO|How to Check my allotment status|How do I check my IPO status?|Check IPO Status,Use for Check IPO Status. Feature is ipo status.
103,WEALTH,All,How to hold withdrawal for IPO process,How do I withdraw hold amount for IPO?,Remove or release funds blocked for IPO applications if the process is completed or withdrawn.,IPO_HOLD_WITHDRAWAL,,Redirection ,,,,,/orderbook,,liability,RI,True,,,,,,False,Hold Withdrawal for IPO,,,,,block_hold_withdrawal_ipo,"{""action"": ""block"", ""feature"": ""hold_withdrawal_ipo"", ""product"": ""ipo""}",How to hold withdrawal for IPO process|How do I withdraw hold amount for IPO?|Hold Withdrawal for IPO,Use for Hold Withdrawal for IPO. Feature is hold withdrawal ipo.
104,WEALTH,All,How can I withdraw my IPO application,How do I withdraw my IPO application?,Withdraw your IPO application easily before final processing as per applicable guidelines.,WITHDRAW_IPO_APPLICATION,,Redirection ,,,,,/orderbook,,liability,RI,True,,,,,,False,Manage IPO Application,,,,,manage_ipo_application,"{""action"": ""manage"", ""feature"": ""ipo_application"", ""product"": ""ipo""}",How can I withdraw my IPO application|How do I withdraw my IPO application?|Manage IPO Application,Use for Manage IPO Application. Feature is ipo application.
105,WEALTH,All,How can I modify my IPO application,How do I modify my IPO application?,Modify your IPO application details before submission deadlines as per allowed conditions.,MODIFY_IPO_APPLICATION,,Redirection ,,,,,/orderbook,,liability,RI,True,,,,,,False,Modify IPO,,,,,view_ipo,"{""action"": ""view"", ""feature"": ""ipo"", ""product"": ""ipo""}",How can I modify my IPO application|How do I modify my IPO application?|Modify IPO,Use for Modify IPO. Feature is ipo.
106,WEALTH,All,Demat|Demat Account,What is a Demat account?,Understand what a Demat account is and how it helps you hold and manage investments like stocks and bonds digitally.,DEMAT_ACCOUNT_INFO,,Redirection ,,,,,/demat,,liability,RI,True,,,,,,False,Demat Account,,,,,manage_demat_account,"{""action"": ""manage"", ""feature"": ""demat_account"", ""investment_mode"": ""nfo"", ""product"": ""account""}",Demat|Demat Account|What is a Demat account?,Use for Demat Account. Feature is demat account. Investment mode is nfo.
107,PAYMENTS,All,IMPS|How do I pay via IMPS,How do I pay using IMPS?,Transfer money instantly using IMPS to any bank account with real-time processing.,PAY_IMPS,,Redirection ,,,,,/bankTransfer,,BIB|liability,RI,True,,,,,,False,IMPS Payments,,,,,pay_imps_payments,"{""action"": ""pay"", ""feature"": ""imps_payments"", ""payment_type"": ""imps"", ""product"": ""account""}",IMPS|How do I pay via IMPS|How do I pay using IMPS?|IMPS Payments,Use for IMPS Payments. Feature is imps payments. Payment rail or bill type is imps.
